complaintID,complaintTitle,complaintDescription,complaintCategory,Rating
392,Account-related issue,I have an issue related to my account or user profile.,other,1
393,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,1
394,Incorrect delivery address,The delivery was made to the wrong address.,delivery,4
395,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,2
396,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,4
397,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,5
398,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,5
399,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,3
400,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,3
401,Refund not received,I have not received my refund for a canceled service.,billing,3
402,Delivery not attempted,No attempt was made to deliver the package to my address.,delivery,4
403,Expired products,I received products that are past their expiration date.,product_quality,1
404,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,3
405,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,4
406,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,3
407,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,3
408,Query about services,I have a query about the services provided by the company.,other,3
409,Refund not received,I have not received my refund for a canceled service.,billing,3
410,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,5
411,Defective items,Some of the items I received are defective and unusable.,product_quality,3
412,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,5
413,Login issues,I am unable to log in to my account on the website.,website_issues,4
414,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,1
415,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,1
416,General feedback,I have some general feedback and suggestions for improvement.,other,2
417,Late billing statement,"I received my billing statement late, causing confusion.",billing,2
418,Wrong item delivered,I received a different item than what I ordered.,delivery,3
419,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,2
420,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,1
421,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,5
422,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,1
423,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,3
424,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,5
425,Payment not processed,My payment for an order was not processed successfully.,billing,4
426,Incorrect delivery address,The delivery was made to the wrong address.,delivery,3
427,Product not as advertised,The product received does not match the description and photos online.,product_quality,2
428,Difficulties in reaching support,I faced difficulties in reaching customer support through the provided channels.,customer_service,4
429,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,5
430,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,3
431,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,1
432,Account-related issue,I have an issue related to my account or user profile.,other,4
433,Payment not processed,My payment for an order was not processed successfully.,billing,1
434,Delivery not attempted,No attempt was made to deliver the package to my address.,delivery,5
435,Product not as advertised,The product received does not match the description and photos online.,product_quality,1
436,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,1
437,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,1
438,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,2
439,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,2
440,Account-related issue,I have an issue related to my account or user profile.,other,5
441,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,1
442,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,1
443,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,5
444,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,5
445,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,4
446,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,1
447,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,1
448,Technical support needed,I require technical support for a problem I am facing.,other,3
449,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,1
450,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,5
451,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,5
452,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,3
453,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,2
454,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,3
455,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,5
456,Technical support needed,I require technical support for a problem I am facing.,other,1
457,Refund not received,I have not received my refund for a canceled service.,billing,1
458,Damaged products received,I received damaged products in my delivery.,delivery,1
459,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,4
460,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,1
461,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,4
462,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,5
463,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,3
464,Account-related issue,I have an issue related to my account or user profile.,other,3
465,Late billing statement,"I received my billing statement late, causing confusion.",billing,2
466,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,5
467,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,3
468,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,5
469,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,3
470,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,1
471,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,4
472,Query about services,I have a query about the services provided by the company.,other,1
473,Subscription renewal issue,My subscription was renewed without my authorization.,billing,2
474,Missing items in delivery,Some items are missing from the delivery package.,delivery,1
475,Defective items,Some of the items I received are defective and unusable.,product_quality,3
476,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,2
477,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,2
478,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,1
479,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,5
480,Complaint not listed,My complaint does not fit into any of the listed categories.,other,3
481,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,1
482,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,4
483,Product not as advertised,The product received does not match the description and photos online.,product_quality,1
484,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,2
485,Login issues,I am unable to log in to my account on the website.,website_issues,2
486,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,1
487,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,2
488,Technical support needed,I require technical support for a problem I am facing.,other,3
489,Double charged for a service,I noticed that I have been double charged for the same service.,billing,4
490,Incorrect delivery address,The delivery was made to the wrong address.,delivery,3
491,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,2
492,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,1
493,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,5
494,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,4
495,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,5
496,Query about services,I have a query about the services provided by the company.,other,5
497,Late billing statement,"I received my billing statement late, causing confusion.",billing,3
498,Incomplete delivery,I received only part of my order in the delivery.,delivery,5
499,Defective items,Some of the items I received are defective and unusable.,product_quality,5
500,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,2
