complaintID,complaintTitle,complaintDescription,complaintCategory,Rating
451,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,4
452,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,2
453,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,2
454,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,1
455,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,4
456,Technical support needed,I require technical support for a problem I am facing.,other,1
457,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,4
458,Damaged products received,I received damaged products in my delivery.,delivery,1
459,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,2
460,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,3
461,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,3
462,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,1
463,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,1
464,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,5
465,Late billing statement,"I received my billing statement late, causing confusion.",billing,2
466,Incorrect delivery address,The delivery was made to the wrong address.,delivery,5
467,Expired products,I received products that are past their expiration date.,product_quality,4
468,Difficulties in reaching support,I faced difficulties in reaching customer support through the provided channels.,customer_service,5
469,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,4
470,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,3
471,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,5
472,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,5
473,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,5
474,Damaged products received,I received damaged products in my delivery.,delivery,2
475,Defective items,Some of the items I received are defective and unusable.,product_quality,2
476,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,5
477,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,4
478,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,2
479,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,2
480,Technical support needed,I require technical support for a problem I am facing.,other,2
481,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,2
482,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,3
483,Product not as advertised,The product received does not match the description and photos online.,product_quality,4
484,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,5
485,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,5
486,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,3
487,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,5
488,Account-related issue,I have an issue related to my account or user profile.,other,1
489,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,3
490,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,4
491,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,3
492,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,2
493,Login issues,I am unable to log in to my account on the website.,website_issues,3
494,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,2
495,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,4
496,General feedback,I have some general feedback and suggestions for improvement.,other,3
497,Subscription renewal issue,My subscription was renewed without my authorization.,billing,2
498,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,3
499,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,3
500,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,1
501,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,4
502,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,5
503,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,4
504,Query about services,I have a query about the services provided by the company.,other,5
505,Payment not processed,My payment for an order was not processed successfully.,billing,3
506,Missing items in delivery,Some items are missing from the delivery package.,delivery,4
507,Product missing components,The product is missing some essential components.,product_quality,4
508,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,4
509,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,5
510,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,5
511,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,3
512,Technical support needed,I require technical support for a problem I am facing.,other,5
513,Payment not processed,My payment for an order was not processed successfully.,billing,5
514,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,3
515,Expired products,I received products that are past their expiration date.,product_quality,5
516,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,4
517,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,1
518,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,1
519,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,4
520,Complaint not listed,My complaint does not fit into any of the listed categories.,other,1
521,Refund not received,I have not received my refund for a canceled service.,billing,4
522,Missing items in delivery,Some items are missing from the delivery package.,delivery,1
523,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,5
524,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,2
525,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,1
526,Misleading advertisements,The advertisements were misleading and did not accurately represent the products.,advertising,1
527,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,1
528,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,3
529,Double charged for a service,I noticed that I have been double charged for the same service.,billing,3
530,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,3
531,Expired products,I received products that are past their expiration date.,product_quality,4
532,Difficulties in reaching support,I faced difficulties in reaching customer support through the provided channels.,customer_service,4
533,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,4
534,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,3
535,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,2
536,Account-related issue,I have an issue related to my account or user profile.,other,1
537,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,3
538,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,4
539,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,2
540,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,3
541,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,4
542,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,5
543,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,4
544,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,5
545,Subscription renewal issue,My subscription was renewed without my authorization.,billing,5
546,Missing items in delivery,Some items are missing from the delivery package.,delivery,3
547,Product not as advertised,The product received does not match the description and photos online.,product_quality,2
548,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,2
549,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,1
550,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,4
551,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,3
552,Account-related issue,I have an issue related to my account or user profile.,other,1
553,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,5
554,Incomplete delivery,I received only part of my order in the delivery.,delivery,5
555,Product not as advertised,The product received does not match the description and photos online.,product_quality,1
556,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,5
557,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,3
558,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,5
559,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,5
560,Feedback on products,I have feedback and suggestions regarding the products offered.,other,4
561,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,3
562,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,2
563,Expired products,I received products that are past their expiration date.,product_quality,2
564,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,2
565,Login issues,I am unable to log in to my account on the website.,website_issues,5
566,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,2
567,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,2
568,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,5
569,Subscription renewal issue,My subscription was renewed without my authorization.,billing,4
570,Missing items in delivery,Some items are missing from the delivery package.,delivery,2
571,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,2
572,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,3
573,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,4
574,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,3
575,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,1
576,Feedback on products,I have feedback and suggestions regarding the products offered.,other,3
577,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,5
578,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,1
579,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,2
580,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,1
581,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,2
582,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,1
583,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,5
584,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,4
585,Late billing statement,"I received my billing statement late, causing confusion.",billing,4
586,Wrong item delivered,I received a different item than what I ordered.,delivery,5
587,Product not as advertised,The product received does not match the description and photos online.,product_quality,5
588,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,5
589,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,1
590,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,5
591,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,4
592,General feedback,I have some general feedback and suggestions for improvement.,other,4
593,Payment not processed,My payment for an order was not processed successfully.,billing,3
594,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,2
595,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,3
596,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,1
597,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,4
598,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,5
599,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,5
600,Complaint not listed,My complaint does not fit into any of the listed categories.,other,2
601,Refund not received,I have not received my refund for a canceled service.,billing,2
602,Wrong item delivered,I received a different item than what I ordered.,delivery,4
603,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,3
604,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,2
605,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,5
606,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,4
607,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,2
608,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,1
609,Refund not received,I have not received my refund for a canceled service.,billing,2
610,Incomplete delivery,I received only part of my order in the delivery.,delivery,4
611,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,2
612,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,3
613,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,3
614,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,2
615,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,4
616,Query about services,I have a query about the services provided by the company.,other,3
617,Refund not received,I have not received my refund for a canceled service.,billing,5
618,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,5
619,Product not as advertised,The product received does not match the description and photos online.,product_quality,4
620,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,1
621,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,5
622,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,4
623,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,2
624,Feedback on products,I have feedback and suggestions regarding the products offered.,other,2
625,Payment not processed,My payment for an order was not processed successfully.,billing,5
626,Incomplete delivery,I received only part of my order in the delivery.,delivery,4
627,Product not as advertised,The product received does not match the description and photos online.,product_quality,2
628,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,3
629,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,1
630,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,5
631,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,1
632,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,4
633,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,3
634,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,4
635,Product not as advertised,The product received does not match the description and photos online.,product_quality,5
636,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,4
637,Login issues,I am unable to log in to my account on the website.,website_issues,2
638,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,4
639,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,5
640,General feedback,I have some general feedback and suggestions for improvement.,other,2
641,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,4
642,Delivery not attempted,No attempt was made to deliver the package to my address.,delivery,3
643,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,5
644,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,3
645,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,4
646,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,5
647,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,2
648,General feedback,I have some general feedback and suggestions for improvement.,other,5
649,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,5
650,Wrong item delivered,I received a different item than what I ordered.,delivery,2
651,Product missing components,The product is missing some essential components.,product_quality,5
652,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,1
653,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,5
654,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,3
655,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,3
656,General feedback,I have some general feedback and suggestions for improvement.,other,5
657,Refund not received,I have not received my refund for a canceled service.,billing,1
658,Incomplete delivery,I received only part of my order in the delivery.,delivery,5
659,Product not as advertised,The product received does not match the description and photos online.,product_quality,2
660,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,5
661,Login issues,I am unable to log in to my account on the website.,website_issues,3
662,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,1
663,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,3
664,Feedback on products,I have feedback and suggestions regarding the products offered.,other,1
665,Payment not processed,My payment for an order was not processed successfully.,billing,3
666,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,5
667,Defective items,Some of the items I received are defective and unusable.,product_quality,1
668,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,2
669,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,2
670,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,1
671,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,3
672,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,1
673,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,5
674,Damaged products received,I received damaged products in my delivery.,delivery,3
675,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,4
676,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,1
677,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,2
678,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,1
679,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,3
680,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,5
681,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,3
682,Incomplete delivery,I received only part of my order in the delivery.,delivery,1
683,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,4
684,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,4
685,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,1
686,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,3
687,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,4
688,Technical support needed,I require technical support for a problem I am facing.,other,1
689,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,1
690,Missing items in delivery,Some items are missing from the delivery package.,delivery,1
691,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,4
692,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,5
693,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,4
694,Misleading advertisements,The advertisements were misleading and did not accurately represent the products.,advertising,4
695,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,3
696,Technical support needed,I require technical support for a problem I am facing.,other,1
697,Subscription renewal issue,My subscription was renewed without my authorization.,billing,5
698,Incorrect delivery address,The delivery was made to the wrong address.,delivery,4
699,Product missing components,The product is missing some essential components.,product_quality,1
700,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,4
701,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,2
702,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,5
703,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,4
704,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,5
705,Refund not received,I have not received my refund for a canceled service.,billing,5
706,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,5
707,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,2
708,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,4
709,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,2
710,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,4
711,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,4
712,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,1
713,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,5
714,Incomplete delivery,I received only part of my order in the delivery.,delivery,4
715,Product missing components,The product is missing some essential components.,product_quality,5
716,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,3
717,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,4
718,Misleading advertisements,The advertisements were misleading and did not accurately represent the products.,advertising,3
719,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,3
720,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,4
721,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,3
722,Incomplete delivery,I received only part of my order in the delivery.,delivery,1
723,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,4
724,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,3
725,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,1
726,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,2
727,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,3
728,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,3
729,Double charged for a service,I noticed that I have been double charged for the same service.,billing,3
730,Wrong item delivered,I received a different item than what I ordered.,delivery,5
731,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,4
732,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,2
733,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,3
734,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,4
735,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,1
736,Account-related issue,I have an issue related to my account or user profile.,other,5
737,Double charged for a service,I noticed that I have been double charged for the same service.,billing,3
738,Delivery not attempted,No attempt was made to deliver the package to my address.,delivery,5
739,Defective items,Some of the items I received are defective and unusable.,product_quality,2
740,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,5
741,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,4
742,Misleading advertisements,The advertisements were misleading and did not accurately represent the products.,advertising,2
743,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,3
744,Account-related issue,I have an issue related to my account or user profile.,other,5
745,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,5
746,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,4
747,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,3
748,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,3
749,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,5
750,Misleading advertisements,The advertisements were misleading and did not accurately represent the products.,advertising,3
751,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,2
752,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,1
753,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,5
754,Missing items in delivery,Some items are missing from the delivery package.,delivery,2
755,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,5
756,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,3
757,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,2
758,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,5
759,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,3
760,Complaint not listed,My complaint does not fit into any of the listed categories.,other,2
761,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,4
762,Delivery not attempted,No attempt was made to deliver the package to my address.,delivery,1
763,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,3
764,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,5
765,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,5
766,Misleading advertisements,The advertisements were misleading and did not accurately represent the products.,advertising,3
767,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,2
768,Complaint not listed,My complaint does not fit into any of the listed categories.,other,4
769,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,1
770,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,2
771,Expired products,I received products that are past their expiration date.,product_quality,1
772,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,1
773,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,1
774,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,4
775,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,2
776,Technical support needed,I require technical support for a problem I am facing.,other,5
777,Late billing statement,"I received my billing statement late, causing confusion.",billing,3
778,Damaged products received,I received damaged products in my delivery.,delivery,3
779,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,2
780,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,1
781,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,3
782,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,2
783,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,4
784,General feedback,I have some general feedback and suggestions for improvement.,other,4
785,Late billing statement,"I received my billing statement late, causing confusion.",billing,3
786,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,5
787,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,5
788,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,2
789,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,2
790,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,5
791,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,3
792,Technical support needed,I require technical support for a problem I am facing.,other,4
793,Refund not received,I have not received my refund for a canceled service.,billing,4
794,Incomplete delivery,I received only part of my order in the delivery.,delivery,2
795,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,4
796,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,2
797,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,5
798,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,5
799,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,4
800,Complaint not listed,My complaint does not fit into any of the listed categories.,other,4
801,Double charged for a service,I noticed that I have been double charged for the same service.,billing,4
802,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,4
803,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,1
804,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,1
805,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,5
806,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,5
807,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,4
808,Complaint not listed,My complaint does not fit into any of the listed categories.,other,4
809,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,5
810,Wrong item delivered,I received a different item than what I ordered.,delivery,5
811,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,2
812,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,4
813,Login issues,I am unable to log in to my account on the website.,website_issues,4
814,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,2
815,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,1
816,Query about services,I have a query about the services provided by the company.,other,1
817,Refund not received,I have not received my refund for a canceled service.,billing,5
818,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,2
819,Expired products,I received products that are past their expiration date.,product_quality,4
820,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,2
821,Login issues,I am unable to log in to my account on the website.,website_issues,2
822,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,4
823,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,4
824,General feedback,I have some general feedback and suggestions for improvement.,other,5
825,Double charged for a service,I noticed that I have been double charged for the same service.,billing,4
826,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,2
827,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,5
828,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,4
829,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,1
830,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,3
831,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,1
832,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,1
833,Subscription renewal issue,My subscription was renewed without my authorization.,billing,5
834,Missing items in delivery,Some items are missing from the delivery package.,delivery,1
835,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,3
836,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,3
837,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,1
838,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,1
839,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,3
840,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,3
841,Refund not received,I have not received my refund for a canceled service.,billing,3
